step testing_loss benchmark_loss running_difference running_acc
626 10.346 10.3479 0.00106312 0.79
627 10.6871 10.6895 0.00108272 0.79
628 10.3303 10.3315 0.0011026 0.8
629 11.0678 11.0677 0.0010867 0.79
630 10.3536 10.3554 0.00110774 0.8
631 10.7882 10.7875 0.00108807 0.79
632 11.7337 11.7338 0.0010851 0.79
633 11.3085 11.3091 0.00106851 0.79
634 10.3005 10.3015 0.00105543 0.79
635 10.9532 10.954 0.00104879 0.79
636 10.2195 10.22 0.00103917 0.79
637 11.737 11.7372 0.00104235 0.8
638 11.2682 11.2701 0.00106751 0.81
639 10.1444 10.1461 0.00109456 0.82
640 10.4884 10.4908 0.00108708 0.82
641 10.2954 10.2986 0.00111027 0.82
642 11.2518 11.2517 0.00112187 0.82
643 10.1849 10.1845 0.00111729 0.81
644 10.2071 10.2095 0.0011043 0.81
645 10.8014 10.8027 0.00109012 0.81
646 9.85688 9.85806 0.00108843 0.81
647 11.1158 11.119 0.00113264 0.82
648 11.038 11.0408 0.00115268 0.82
649 9.9242 9.92536 0.00116457 0.83
650 10.4337 10.4321 0.0011246 0.82
651 10.9887 10.9908 0.00114022 0.82
652 10.9994 10.9992 0.0011321 0.81
653 11.1477 11.1469 0.001113 0.8
654 11.279 11.279 0.00109099 0.79
655 11.256 11.257 0.00108318 0.79
656 9.84058 9.84177 0.00109888 0.8
657 10.3695 10.3699 0.00110213 0.8
658 10.3173 10.3178 0.00110418 0.8
659 10.848 10.8496 0.00110249 0.8
660 9.94753 9.9481 0.0011206 0.81
661 10.8658 10.8635 0.00107498 0.8
662 10.658 10.658 0.00107471 0.8
663 11.0972 11.0975 0.00104467 0.8
664 10.3698 10.3729 0.00107241 0.8
665 10.603 10.6039 0.00109348 0.81
666 10.3227 10.3253 0.00109027 0.81
667 11.0609 11.063 0.00107347 0.81
668 10.8689 10.8693 0.00104031 0.81
669 10.416 10.4173 0.00105106 0.81
670 10.6877 10.6883 0.00106408 0.82
671 10.7888 10.7905 0.00104902 0.82
672 11.0231 11.023 0.0010439 0.81
673 9.72956 9.73096 0.00105075 0.81
674 10.6945 10.6982 0.00107857 0.81
675 10.4284 10.4318 0.00107697 0.81
676 9.63585 9.63635 0.00104998 0.81
677 10.9118 10.9129 0.00105429 0.81
678 11.313 11.3136 0.00102843 0.81
679 10.8743 10.8726 0.000989552 0.8
680 10.7464 10.7474 0.000985203 0.8
681 10.5901 10.5924 0.00102171 0.81
682 10.851 10.85 0.000997286 0.8
683 10.298 10.2995 0.000989714 0.8
684 11.2021 11.2053 0.00101694 0.8
685 10.1482 10.1475 0.00102111 0.8
686 11.0776 11.0785 0.00101812 0.8
687 10.3222 10.3217 0.00100655 0.79
688 11.0209 11.0205 0.000993023 0.78
689 11.123 11.1238 0.000986376 0.78
690 10.7851 10.789 0.00100368 0.78
691 10.1167 10.1171 0.000984592 0.78
692 10.8871 10.8877 0.000960197 0.78
693 10.5797 10.5796 0.000962811 0.78
694 10.433 10.4348 0.000965404 0.78
695 10.4792 10.4806 0.00096981 0.78
696 10.2097 10.2112 0.000961208 0.78
697 10.3769 10.3772 0.000933771 0.78
698 10.011 10.0146 0.000957098 0.78
